Gold,Silver,Platinum,Palladium
39.93,1.631,0.0,0.0
39.75,1.609,0.0,0.0
39.6,1.614,0.0,0.0
39.55,1.623,0.0,0.0
39.59,1.615,0.0,0.0
39.98,1.63,0.0,0.0
39.84,1.643,0.0,0.0
39.95,1.628,0.0,0.0
39.95,1.609,0.0,0.0
40.13,1.584,0.0,0.0
40.3,1.604,0.0,0.0
40.38,1.589,0.0,0.0
40.1,1.599,0.0,0.0
39.95,1.599,0.0,0.0
39.9,1.582,0.0,0.0
40.1,1.575,0.0,0.0
40.24,1.601,0.0,0.0
40.38,1.602,0.0,0.0
40.3,1.582,0.0,0.0
40.3,1.589,0.0,0.0
40.25,1.579,0.0,0.0
40.28,1.589,0.0,0.0
40.24,1.592,0.0,0.0
40.38,1.587,0.0,0.0
40.31,1.56,0.0,0.0
40.35,1.577,0.0,0.0
40.43,1.562,0.0,0.0
40.74,1.555,0.0,0.0
41.0,1.56,0.0,0.0
40.9,1.543,0.0,0.0
41.16,1.543,0.0,0.0
41.7,1.558,0.0,0.0
41.63,1.565,0.0,0.0
41.75,1.558,0.0,0.0
41.9,1.55,0.0,0.0
42.05,1.557,0.0,0.0
42.28,1.596,0.0,0.0
42.4,1.592,0.0,0.0
42.35,1.582,0.0,0.0
42.25,1.608,0.0,0.0
42.5,1.626,0.0,0.0
42.75,1.621,0.0,0.0
42.56,1.599,0.0,0.0
43.94,1.609,0.0,0.0
43.25,1.609,0.0,0.0
42.85,1.575,0.0,0.0
43.25,1.592,0.0,0.0
43.0,1.592,0.0,0.0
0.0,0.0,0.0,0.0
43.05,0.0,0.0,0.0
43.15,0.0,0.0,0.0
43.3,0.0,0.0,0.0
43.3,0.0,0.0,0.0
43.3,1.593,0.0,0.0
43.2,1.572,0.0,0.0
42.78,1.578,0.0,0.0
42.0,1.567,0.0,0.0
41.13,1.564,0.0,0.0
40.65,1.502,0.0,0.0
41.1,1.484,0.0,0.0
41.38,1.502,0.0,0.0
41.7,1.491,0.0,0.0
41.73,1.472,0.0,0.0
41.65,1.442,0.0,0.0
41.4,1.372,0.0,0.0
41.75,1.419,0.0,0.0
41.65,1.385,0.0,0.0
41.62,1.373,0.0,0.0
41.79,1.392,0.0,0.0
41.95,1.411,0.0,0.0
42.24,1.398,0.0,0.0
42.05,1.418,0.0,0.0
42.3,1.416,0.0,0.0
42.31,1.423,0.0,0.0
42.2,1.401,0.0,0.0
42.24,1.398,0.0,0.0
42.5,1.405,0.0,0.0
42.58,1.4,0.0,0.0
43.15,1.387,0.0,0.0
42.6,1.392,0.0,0.0
42.6,1.376,0.0,0.0
42.4,1.38,0.0,0.0
42.53,1.378,0.0,0.0
42.43,1.334,0.0,0.0
42.45,1.343,0.0,0.0
42.55,1.349,0.0,0.0
42.45,1.341,0.0,0.0
42.51,1.296,0.0,0.0
42.51,1.315,0.0,0.0
42.7,1.305,0.0,0.0
42.63,1.319,0.0,0.0
42.55,1.319,0.0,0.0
42.56,1.344,0.0,0.0
42.58,1.337,0.0,0.0
42.53,1.308,0.0,0.0
42.48,1.293,0.0,0.0
42.48,1.306,0.0,0.0
42.53,1.309,0.0,0.0
42.5,1.319,0.0,0.0
42.48,1.33,0.0,0.0
42.45,1.294,0.0,0.0
42.34,1.307,0.0,0.0
42.15,1.293,0.0,0.0
42.33,1.272,0.0,0.0
42.2,1.272,0.0,0.0
42.2,1.294,0.0,0.0
42.33,1.284,0.0,0.0
42.4,1.299,0.0,0.0
42.52,1.316,0.0,0.0
42.63,1.306,0.0,0.0
42.61,1.309,0.0,0.0
42.7,1.329,0.0,0.0
42.85,1.317,0.0,0.0
42.8,1.336,0.0,0.0
42.84,1.324,0.0,0.0
43.13,1.327,0.0,0.0
43.1,1.317,0.0,0.0
43.25,1.312,0.0,0.0
43.26,1.327,0.0,0.0
43.42,1.314,0.0,0.0
43.53,1.317,0.0,0.0
43.4,1.314,0.0,0.0
43.66,1.327,0.0,0.0
43.6,1.332,0.0,0.0
43.54,1.324,0.0,0.0
43.75,1.352,0.0,0.0
43.8,1.349,0.0,0.0
43.98,1.4,0.0,0.0
43.8,1.371,0.0,0.0
43.45,1.38,0.0,0.0
43.65,1.395,0.0,0.0
43.69,1.415,0.0,0.0
43.63,1.4,0.0,0.0
43.65,1.39,0.0,0.0
43.58,1.394,0.0,0.0
43.18,1.411,0.0,0.0
42.75,1.426,0.0,0.0
42.72,0.0,0.0,0.0
43.13,1.392,0.0,0.0
43.35,1.393,0.0,0.0
43.43,1.391,0.0,0.0
0.0,1.394,0.0,0.0
43.39,1.365,0.0,0.0
43.55,1.358,0.0,0.0
43.55,1.383,0.0,0.0
43.63,1.371,0.0,0.0
44.0,1.374,0.0,0.0
44.38,1.393,0.0,0.0
44.53,1.418,0.0,0.0
45.25,1.406,0.0,0.0
45.85,1.439,0.0,0.0
45.75,1.438,0.0,0.0
45.25,1.479,0.0,0.0
45.29,1.456,0.0,0.0
45.43,1.47,0.0,0.0
45.93,1.453,0.0,0.0
46.18,1.504,0.0,0.0
45.85,1.499,0.0,0.0
45.88,1.507,0.0,0.0
45.9,1.488,0.0,0.0
45.9,1.49,0.0,0.0
46.0,1.487,0.0,0.0
46.13,1.463,0.0,0.0
46.2,1.464,0.0,0.0
46.6,1.471,0.0,0.0
47.35,1.521,0.0,0.0
47.15,1.499,0.0,0.0
48.1,1.533,0.0,0.0
49.25,1.548,0.0,0.0
48.0,1.515,0.0,0.0
47.0,1.523,0.0,0.0
47.58,1.538,0.0,0.0
48.1,1.532,0.0,0.0
48.1,1.515,0.0,0.0
48.45,1.533,0.0,0.0
48.25,1.529,0.0,0.0
47.85,1.486,0.0,0.0
47.95,1.493,0.0,0.0
48.25,1.49,0.0,0.0
48.33,1.496,0.0,0.0
48.4,1.498,0.0,0.0
48.65,1.494,0.0,0.0
48.65,1.495,0.0,0.0
48.65,1.483,0.0,0.0
48.85,1.483,0.0,0.0
48.48,1.488,0.0,0.0
48.45,1.468,0.0,0.0
48.2,1.47,0.0,0.0
48.03,1.475,0.0,0.0
48.23,1.501,0.0,0.0
48.08,1.499,0.0,0.0
48.25,1.521,0.0,0.0
48.28,1.538,0.0,0.0
48.13,1.525,0.0,0.0
48.45,1.539,0.0,0.0
48.4,1.536,0.0,0.0
48.46,1.542,0.0,0.0
48.41,1.537,0.0,0.0
48.38,1.522,0.0,0.0
48.4,1.524,0.0,0.0
48.38,1.513,0.0,0.0
48.38,1.523,0.0,0.0
48.43,1.537,0.0,0.0
48.38,1.548,0.0,0.0
48.4,1.533,0.0,0.0
48.35,1.528,0.0,0.0
48.34,1.52,0.0,0.0
48.3,1.541,0.0,0.0
48.4,1.563,0.0,0.0
48.38,1.562,0.0,0.0
48.41,1.598,0.0,0.0
48.4,1.588,0.0,0.0
48.29,1.573,0.0,0.0
48.35,1.583,0.0,0.0
48.38,1.591,0.0,0.0
48.53,1.577,0.0,0.0
48.93,1.581,0.0,0.0
48.95,1.579,0.0,0.0
49.35,1.549,0.0,0.0
49.43,1.557,0.0,0.0
49.45,1.562,0.0,0.0
49.4,1.548,0.0,0.0
49.4,1.542,0.0,0.0
49.35,1.551,0.0,0.0
49.38,1.555,0.0,0.0
49.28,1.551,0.0,0.0
49.28,1.548,0.0,0.0
49.45,1.566,0.0,0.0
49.6,1.571,0.0,0.0
50.35,1.601,0.0,0.0
50.38,1.59,0.0,0.0
50.45,1.577,0.0,0.0
50.4,1.58,0.0,0.0
51.05,1.587,0.0,0.0
52.08,1.591,0.0,0.0
53.7,1.604,0.0,0.0
53.1,1.593,0.0,0.0
53.0,1.582,0.0,0.0
52.9,1.578,0.0,0.0
53.1,1.583,0.0,0.0
54.6,1.59,0.0,0.0
57.75,1.599,0.0,0.0
56.9,1.593,0.0,0.0
57.05,1.581,0.0,0.0
57.35,1.594,0.0,0.0
57.45,1.583,0.0,0.0
57.05,1.564,0.0,0.0
57.0,1.561,0.0,0.0
57.95,1.572,0.0,0.0
58.55,1.569,0.0,0.0
59.45,1.55,0.0,0.0
59.23,1.537,0.0,0.0
59.4,1.556,0.0,0.0
59.5,1.551,0.0,0.0
61.5,1.563,0.0,0.0
64.85,1.576,0.0,0.0
64.5,1.57,0.0,0.0
62.5,1.572,0.0,0.0
61.2,1.566,0.0,0.0
61.6,1.578,0.0,0.0
61.4,1.578,0.0,0.0
61.05,1.59,0.0,0.0
61.5,1.588,0.0,0.0
61.2,1.581,0.0,0.0
61.15,1.572,0.0,0.0
61.25,1.558,0.0,0.0
61.75,1.565,0.0,0.0
63.1,0.0,0.0,0.0
63.4,0.0,0.0,0.0
62.8,1.575,0.0,0.0
64.0,1.573,0.0,0.0
64.5,1.551,0.0,0.0
64.65,1.562,0.0,0.0
65.5,1.564,0.0,0.0
65.0,1.555,0.0,0.0
66.0,1.557,0.0,0.0
66.0,1.606,0.0,0.0
65.3,1.68,0.0,0.0
65.6,1.695,0.0,0.0
65.2,1.682,0.0,0.0
65.1,1.696,0.0,0.0
64.9,1.75,0.0,0.0
65.0,1.76,0.0,0.0
65.5,1.766,0.0,0.0
65.45,1.782,0.0,0.0
64.85,1.75,0.0,0.0
65.3,1.782,0.0,0.0
65.0,1.741,0.0,0.0
65.2,1.759,0.0,0.0
65.53,1.779,0.0,0.0
65.75,1.764,0.0,0.0
66.3,1.745,0.0,0.0
68.2,1.839,0.0,0.0
68.3,1.828,0.0,0.0
69.3,1.794,0.0,0.0
70.0,1.834,0.0,0.0
69.0,1.81,0.0,0.0
68.5,1.811,0.0,0.0
67.5,1.821,0.0,0.0
66.1,1.814,0.0,0.0
65.15,1.789,0.0,0.0
66.75,1.82,0.0,0.0
65.7,1.817,0.0,0.0
65.7,1.793,0.0,0.0
65.75,1.811,0.0,0.0
66.5,1.817,0.0,0.0
66.43,1.817,0.0,0.0
66.6,1.838,0.0,0.0
66.8,1.843,0.0,0.0
67.0,1.837,0.0,0.0
67.05,1.882,0.0,0.0
67.35,1.901,0.0,0.0
67.13,1.879,0.0,0.0
66.68,1.88,0.0,0.0
66.9,1.904,0.0,0.0
66.88,1.908,0.0,0.0
66.85,1.897,0.0,0.0
66.85,1.895,0.0,0.0
66.95,1.912,0.0,0.0
67.0,1.898,0.0,0.0
67.1,1.859,0.0,0.0
67.1,1.865,0.0,0.0
67.25,1.832,0.0,0.0
66.85,1.793,0.0,0.0
67.0,1.783,0.0,0.0
66.83,1.803,0.0,0.0
65.5,1.777,0.0,0.0
61.25,1.703,0.0,0.0
64.25,1.688,0.0,0.0
65.0,1.704,0.0,0.0
65.25,1.713,0.0,0.0
63.9,1.717,0.0,0.0
63.5,1.69,0.0,0.0
63.95,1.687,0.0,0.0
63.8,1.693,0.0,0.0
64.4,1.751,0.0,0.0
64.2,1.739,0.0,0.0
64.15,1.741,0.0,0.0
64.1,1.764,0.0,0.0
65.2,1.784,0.0,0.0
65.6,1.772,0.0,0.0
65.5,1.756,0.0,0.0
65.5,1.796,0.0,0.0
65.25,1.801,0.0,0.0
65.0,1.795,0.0,0.0
64.68,1.776,0.0,0.0
64.73,1.779,0.0,0.0
65.1,1.799,0.0,0.0
64.95,1.784,0.0,0.0
64.85,1.813,0.0,0.0
65.05,1.842,0.0,0.0
65.0,1.834,0.0,0.0
64.8,1.853,0.0,0.0
64.8,1.848,0.0,0.0
64.7,1.835,0.0,0.0
64.53,1.811,0.0,0.0
64.6,1.806,0.0,0.0
64.55,1.816,0.0,0.0
64.39,1.798,0.0,0.0
64.0,1.826,0.0,0.0
64.0,1.842,0.0,0.0
64.15,1.829,0.0,0.0
64.05,1.856,0.0,0.0
63.88,1.835,0.0,0.0
63.65,1.857,0.0,0.0
63.1,1.823,0.0,0.0
62.8,1.805,0.0,0.0
62.63,1.824,0.0,0.0
61.98,1.815,0.0,0.0
61.98,1.814,0.0,0.0
61.44,1.811,0.0,0.0
60.35,1.799,0.0,0.0
61.1,1.789,0.0,0.0
62.55,1.804,0.0,0.0
62.5,1.812,0.0,0.0
62.38,1.812,0.0,0.0
62.7,1.822,0.0,0.0
64.0,1.809,0.0,0.0
63.75,1.811,0.0,0.0
63.5,1.851,0.0,0.0
63.6,1.852,0.0,0.0
64.2,1.868,0.0,0.0
63.4,1.892,0.0,0.0
63.1,1.87,0.0,0.0
63.1,1.932,0.0,0.0
63.1,1.91,0.0,0.0
63.1,1.923,0.0,0.0
62.9,1.953,0.0,0.0
62.9,1.972,0.0,0.0
63.15,1.948,0.0,0.0
63.4,1.948,0.0,0.0
63.93,1.978,0.0,0.0
65.1,1.972,0.0,0.0
65.4,1.953,0.0,0.0
64.45,1.937,0.0,0.0
64.2,1.994,0.0,0.0
64.2,2.001,0.0,0.0
65.1,1.99,0.0,0.0
64.65,1.996,0.0,0.0
64.9,2.031,0.0,0.0
65.1,2.037,0.0,0.0
65.3,2.008,0.0,0.0
64.9,2.046,0.0,0.0
65.25,2.026,0.0,0.0
65.1,1.984,0.0,0.0
65.15,2.012,0.0,0.0
65.0,1.984,0.0,0.0
65.03,2.011,0.0,0.0
65.15,2.01,0.0,0.0
65.1,2.036,0.0,0.0
65.1,2.003,0.0,0.0
64.65,2.019,0.0,0.0
63.9,2.006,0.0,0.0
64.5,2.005,0.0,0.0
65.2,1.986,0.0,0.0
65.2,1.956,0.0,0.0
64.95,1.978,0.0,0.0
65.6,1.968,0.0,0.0
65.5,1.98,0.0,0.0
65.3,1.96,0.0,0.0
66.08,1.982,0.0,0.0
66.0,2.011,0.0,0.0
66.6,2.032,0.0,0.0
66.9,2.03,0.0,0.0
67.6,2.035,0.0,0.0
68.8,2.11,0.0,0.0
68.65,2.091,0.0,0.0
69.0,2.126,0.0,0.0
68.1,2.136,0.0,0.0
68.55,0.0,0.0,0.0
68.9,0.0,0.0,0.0
72.3,2.246,0.0,0.0
73.65,2.221,0.0,0.0
73.3,2.192,0.0,0.0
74.9,2.192,0.0,0.0
76.5,2.196,0.0,0.0
79.3,2.247,0.0,0.0
86.5,2.428,0.0,0.0
85.0,2.459,0.0,0.0
80.7,2.354,0.0,0.0
83.7,2.381,0.0,0.0
85.0,2.43,0.0,0.0
85.7,2.492,0.0,0.0
86.3,0.0,0.0,0.0
84.0,0.0,0.0,0.0
83.0,0.0,0.0,0.0
82.5,0.0,0.0,0.0
83.75,0.0,0.0,0.0
82.88,0.0,0.0,0.0
82.5,2.322,0.0,0.0
80.0,2.236,0.0,0.0
80.0,2.232,0.0,0.0
82.75,2.197,0.0,0.0
82.75,2.154,0.0,0.0
82.25,2.166,0.0,0.0
82.25,2.147,0.0,0.0
81.6,2.216,0.0,0.0
81.7,2.223,0.0,0.0
84.5,2.21,0.0,0.0
90.0,2.288,0.0,0.0
90.0,2.274,0.0,0.0
88.5,2.196,0.0,0.0
89.25,2.169,0.0,0.0
90.0,2.197,0.0,0.0
89.25,2.171,0.0,0.0
90.0,2.227,0.0,0.0
90.25,2.198,0.0,0.0
90.9,2.238,0.0,0.0
90.75,2.207,0.0,0.0
91.0,2.208,0.0,0.0
91.0,2.246,0.0,0.0
91.25,2.247,0.0,0.0
90.9,2.229,0.0,0.0
90.0,2.206,0.0,0.0
89.3,2.211,0.0,0.0
90.25,2.164,0.0,0.0
91.0,2.11,0.0,0.0
90.75,2.119,0.0,0.0
90.8,2.095,0.0,0.0
90.15,2.136,0.0,0.0
90.55,2.126,0.0,0.0
90.6,2.128,0.0,0.0
90.73,2.147,0.0,0.0
90.7,2.147,0.0,0.0
90.6,2.115,0.0,0.0
90.3,2.119,0.0,0.0
90.3,2.187,0.0,0.0
90.3,2.192,0.0,0.0
91.4,2.222,0.0,0.0
92.75,2.276,0.0,0.0
94.8,2.339,0.0,0.0
96.7,2.362,0.0,0.0
102.25,2.374,0.0,0.0
110.0,2.466,0.0,0.0
106.5,2.384,0.0,0.0
104.25,2.343,0.0,0.0
105.5,2.378,0.0,0.0
112.0,2.489,0.0,0.0
110.5,2.447,0.0,0.0
109.75,2.425,0.0,0.0
110.0,2.388,0.0,0.0
106.5,2.388,0.0,0.0
110.0,2.448,0.0,0.0
113.25,2.537,0.0,0.0
114.75,2.551,0.0,0.0
117.75,2.607,0.0,0.0
123.5,2.645,0.0,0.0
126.0,2.734,0.0,0.0
121.5,2.552,0.0,0.0
118.5,2.544,0.0,0.0
117.25,2.5,0.0,0.0
115.5,2.504,0.0,0.0
117.25,2.462,0.0,0.0
115.5,2.512,0.0,0.0
117.75,2.508,0.0,0.0
120.0,2.533,0.0,0.0
122.5,2.6,0.0,0.0
120.25,2.588,0.0,0.0
120.0,2.56,0.0,0.0
120.5,2.599,0.0,0.0
120.0,2.602,0.0,0.0
118.5,2.582,0.0,0.0
123.25,2.634,0.0,0.0
122.25,2.676,0.0,0.0
121.5,2.657,0.0,0.0
123.25,2.666,0.0,0.0
121.0,2.696,0.0,0.0
122.0,2.684,0.0,0.0
123.5,2.729,0.0,0.0
123.0,2.699,0.0,0.0
127.0,2.796,0.0,0.0
126.0,2.802,0.0,0.0
123.0,2.753,0.0,0.0
119.0,2.668,0.0,0.0
121.0,2.784,0.0,0.0
121.0,2.804,0.0,0.0
119.9,2.806,0.0,0.0
121.0,2.91,0.0,0.0
119.5,2.88,0.0,0.0
114.25,2.879,0.0,0.0
117.75,2.836,0.0,0.0
118.75,2.903,0.0,0.0
119.9,2.963,0.0,0.0
118.5,2.922,0.0,0.0
119.5,2.901,0.0,0.0
117.0,2.914,0.0,0.0
115.5,2.77,0.0,0.0
115.6,2.76,0.0,0.0
117.5,2.916,0.0,0.0
116.1,2.902,0.0,0.0
116.0,2.863,0.0,0.0
115.5,2.84,0.0,0.0
114.9,2.788,0.0,0.0
113.75,2.723,0.0,0.0
110.0,2.63,0.0,0.0
106.75,2.668,0.0,0.0
102.0,2.65,0.0,0.0
95.5,2.572,0.0,0.0
94.0,2.563,0.0,0.0
103.0,2.611,0.0,0.0
104.0,2.648,0.0,0.0
109.5,2.673,0.0,0.0
105.7,2.694,0.0,0.0
103.0,2.59,0.0,0.0
100.25,2.556,0.0,0.0
101.0,2.587,0.0,0.0
104.0,2.571,0.0,0.0
107.3,2.579,0.0,0.0
105.5,2.628,0.0,0.0
103.5,2.596,0.0,0.0
104.5,2.608,0.0,0.0
105.1,2.616,0.0,0.0
106.1,2.566,0.0,0.0
105.5,2.597,0.0,0.0
105.25,2.588,0.0,0.0
104.75,2.598,0.0,0.0
102.75,2.54,0.0,0.0
102.25,2.548,0.0,0.0
100.25,2.522,0.0,0.0
100.3,2.544,0.0,0.0
104.0,2.574,0.0,0.0
103.0,2.636,0.0,0.0
101.4,2.59,0.0,0.0
103.25,2.702,0.0,0.0
103.5,2.728,0.0,0.0
102.0,2.734,0.0,0.0
101.75,2.74,0.0,0.0
102.5,2.777,0.0,0.0
101.25,2.752,0.0,0.0
100.0,2.697,0.0,0.0
96.75,2.709,0.0,0.0
97.75,2.719,0.0,0.0
99.15,2.767,0.0,0.0
99.0,2.749,0.0,0.0
98.5,2.701,0.0,0.0
100.75,2.811,0.0,0.0
99.6,2.791,0.0,0.0
103.5,2.874,0.0,0.0
103.75,2.844,0.0,0.0
101.93,2.869,0.0,0.0
101.25,2.952,0.0,0.0
101.85,2.904,0.0,0.0
103.5,2.999,0.0,0.0
101.9,2.923,0.0,0.0
101.0,2.923,0.0,0.0
99.25,2.893,0.0,0.0
100.75,2.91,0.0,0.0
99.75,2.879,0.0,0.0
100.1,2.947,0.0,0.0
98.25,2.869,0.0,0.0
98.25,2.82,0.0,0.0
97.25,2.828,0.0,0.0
98.0,2.835,0.0,0.0
97.0,2.835,0.0,0.0
98.5,2.867,0.0,0.0
98.0,2.87,0.0,0.0
98.0,2.872,0.0,0.0
97.4,2.862,0.0,0.0
98.0,2.839,0.0,0.0
98.5,2.859,0.0,0.0
97.0,2.818,0.0,0.0
96.9,2.794,0.0,0.0
90.0,2.769,0.0,0.0
91.25,2.782,0.0,0.0
90.25,2.778,0.0,0.0
90.0,2.798,0.0,0.0
90.5,2.829,0.0,0.0
90.25,2.802,0.0,0.0
90.1,2.807,0.0,0.0
90.0,2.8,0.0,0.0
90.25,2.792,0.0,0.0
92.0,2.757,0.0,0.0
101.5,2.883,0.0,0.0
101.75,2.955,0.0,0.0
101.0,2.924,0.0,0.0
100.25,2.917,0.0,0.0
105.5,3.045,0.0,0.0
105.0,3.025,0.0,0.0
105.75,2.977,0.0,0.0
107.25,3.069,0.0,0.0
105.5,3.038,0.0,0.0
104.15,3.088,0.0,0.0
104.0,3.049,0.0,0.0
103.65,3.039,0.0,0.0
105.0,2.972,0.0,0.0
106.75,3.044,0.0,0.0
109.0,3.182,0.0,0.0
108.4,3.108,0.0,0.0
108.0,3.201,0.0,0.0
106.75,3.167,0.0,0.0
111.75,3.239,0.0,0.0
112.0,3.223,0.0,0.0
112.25,3.256,0.0,0.0
116.5,3.281,0.0,0.0
121.25,3.327,0.0,0.0
118.5,3.272,0.0,0.0
121.5,3.271,0.0,0.0
126.5,3.34,0.0,0.0
124.0,3.331,0.0,0.0
120.0,3.303,0.0,0.0
122.0,3.342,0.0,0.0
124.75,3.343,0.0,0.0
125.5,3.506,0.0,0.0
126.25,3.452,0.0,0.0
128.35,3.639,0.0,0.0
130.0,3.629,0.0,0.0
138.25,3.928,0.0,0.0
137.4,3.902,0.0,0.0
134.5,3.716,0.0,0.0
141.0,3.796,0.0,0.0
140.9,3.913,0.0,0.0
139.5,4.015,0.0,0.0
137.5,3.971,0.0,0.0
135.55,3.907,0.0,0.0
132.5,3.867,0.0,0.0
130.5,4.042,0.0,0.0
133.5,4.212,0.0,0.0
140.0,4.351,0.0,0.0
138.0,4.389,0.0,0.0
139.0,4.571,0.0,0.0
143.0,4.747,0.0,0.0
145.0,5.15,0.0,0.0
146.5,5.54,0.0,0.0
144.0,5.188,0.0,0.0
146.0,5.278,0.0,0.0
148.9,5.588,0.0,0.0
150.0,5.397,0.0,0.0
149.5,5.134,0.0,0.0
150.0,5.275,0.0,0.0
156.75,5.747,0.0,0.0
163.0,5.821,0.0,0.0
169.5,5.961,0.0,0.0
175.0,6.761,0.0,0.0
174.0,6.462,0.0,0.0
162.5,5.685,0.0,0.0
167.5,5.734,0.0,0.0
166.0,5.631,0.0,0.0
159.0,5.206,0.0,0.0
160.0,5.013,0.0,0.0
166.0,5.294,0.0,0.0
165.0,5.418,0.0,0.0
165.5,5.018,0.0,0.0
163.0,5.223,0.0,0.0
164.5,5.3,0.0,0.0
164.5,5.398,0.0,0.0
163.85,5.278,0.0,0.0
164.0,5.169,0.0,0.0
169.0,5.623,0.0,0.0
176.0,5.602,0.0,0.0
175.0,5.548,0.0,0.0
177.5,5.431,0.0,0.0
176.75,5.601,0.0,0.0
172.25,5.19,0.0,0.0
174.0,5.167,0.0,0.0
174.5,5.193,0.0,0.0
173.0,5.348,0.0,0.0
174.1,5.319,0.0,0.0
177.0,5.15,0.0,0.0
179.5,5.162,0.0,0.0
176.25,5.174,0.0,0.0
173.25,5.024,0.0,0.0
167.0,4.407,0.0,0.0
170.0,4.74,0.0,0.0
173.25,4.724,0.0,0.0
173.5,4.343,0.0,0.0
172.25,4.581,0.0,0.0
169.9,4.391,0.0,0.0
170.0,4.667,0.0,0.0
172.0,4.78,0.0,0.0
174.75,5.122,0.0,0.0
174.7,5.456,0.0,0.0
170.75,5.279,0.0,0.0
169.0,5.583,0.0,0.0
169.0,5.428,0.0,0.0
169.25,5.336,0.0,0.0
169.25,5.617,0.0,0.0
169.5,5.399,0.0,0.0
169.65,5.428,0.0,0.0
169.0,5.501,0.0,0.0
166.0,5.453,0.0,0.0
163.0,5.206,0.0,0.0
157.75,5.242,0.0,0.0
166.25,5.445,0.0,0.0
167.7,5.46,0.0,0.0
166.5,5.579,0.0,0.0
166.25,6.019,0.0,0.0
164.4,5.663,0.0,0.0
164.0,5.768,0.0,0.0
165.5,5.766,0.0,0.0
162.9,5.608,0.0,0.0
161.0,5.418,0.0,0.0
163.0,5.429,0.0,0.0
159.5,4.983,0.0,0.0
161.75,5.215,0.0,0.0
154.0,4.866,0.0,0.0
155.5,4.618,0.0,0.0
162.0,5.083,0.0,0.0
156.75,4.92,0.0,0.0
155.5,4.738,0.0,0.0
154.5,4.695,0.0,0.0
161.75,5.023,0.0,0.0
159.0,4.946,0.0,0.0
155.5,5.015,0.0,0.0
157.4,5.203,0.0,0.0
157.25,5.1,0.0,0.0
156.5,4.794,0.0,0.0
157.0,5.048,0.0,0.0
160.5,5.017,0.0,0.0
157.5,4.89,0.0,0.0
155.5,4.874,0.0,0.0
153.6,4.782,0.0,0.0
151.75,4.676,0.0,0.0
153.75,4.825,0.0,0.0
150.0,4.731,0.0,0.0
149.75,4.521,0.0,0.0
146.5,4.574,0.0,0.0
144.5,4.484,0.0,0.0
144.25,4.613,0.0,0.0
143.0,4.688,0.0,0.0
137.0,4.32,0.0,0.0
136.5,4.191,0.0,0.0
129.0,4.12,0.0,0.0
134.0,4.102,0.0,0.0
141.0,4.331,0.0,0.0
145.5,4.36,0.0,0.0
138.75,4.219,0.0,0.0
137.0,3.925,0.0,0.0
137.0,3.787,0.0,0.0
138.75,4.053,0.0,0.0
141.0,4.146,0.0,0.0
140.75,3.99,0.0,0.0
144.0,4.163,0.0,0.0
145.5,4.371,0.0,0.0
143.0,4.184,0.0,0.0
144.0,4.385,0.0,0.0
144.25,4.463,0.0,0.0
149.0,4.721,0.0,0.0
149.0,4.698,0.0,0.0
157.5,4.978,0.0,0.0
157.0,5.033,0.0,0.0
156.0,4.789,0.0,0.0
159.4,4.95,0.0,0.0
156.5,4.657,0.0,0.0
153.6,4.49,0.0,0.0
155.0,4.616,0.0,0.0
154.5,4.589,0.0,0.0
152.0,4.563,0.0,0.0
154.25,4.472,0.0,0.0
152.25,4.335,0.0,0.0
151.5,4.372,0.0,0.0
156.25,4.605,0.0,0.0
153.0,4.346,0.0,0.0
155.5,4.409,0.0,0.0
155.25,4.386,0.0,0.0
156.0,4.405,0.0,0.0
155.5,4.312,0.0,0.0
154.5,4.437,0.0,0.0
154.0,4.401,0.0,0.0
153.5,4.378,0.0,0.0
154.35,4.172,0.0,0.0
154.55,4.271,0.0,0.0
156.0,4.116,0.0,0.0
158.5,4.228,0.0,0.0
157.75,4.227,0.0,0.0
156.9,4.002,0.0,0.0
157.5,4.059,0.0,0.0
157.0,4.14,0.0,0.0
155.5,4.068,0.0,0.0
154.5,4.105,0.0,0.0
152.9,3.939,0.0,0.0
154.4,4.116,0.0,0.0
153.0,3.94,0.0,0.0
152.75,3.955,0.0,0.0
147.75,3.826,0.0,0.0
148.0,3.827,0.0,0.0
149.5,3.97,0.0,0.0
146.0,3.865,0.0,0.0
148.0,3.979,0.0,0.0
147.5,4.035,0.0,0.0
147.25,4.179,0.0,0.0
145.4,4.059,0.0,0.0
148.75,4.184,0.0,0.0
151.25,4.245,0.0,0.0
155.75,4.43,0.0,0.0
154.0,4.426,0.0,0.0
155.65,4.681,0.0,0.0
159.0,4.826,0.0,0.0
157.5,4.84,0.0,0.0
155.1,4.647,0.0,0.0
155.7,4.629,0.0,0.0
158.25,4.974,0.0,0.0
157.0,4.749,0.0,0.0
154.85,4.619,0.0,0.0
155.0,4.632,0.0,0.0
155.0,4.653,0.0,0.0
155.0,4.479,0.0,0.0
155.25,4.621,0.0,0.0
157.0,4.792,0.0,0.0
158.0,4.952,0.0,0.0
157.8,4.842,0.0,0.0
162.0,4.956,0.0,0.0
163.25,5.092,0.0,0.0
167.5,5.149,0.0,0.0
168.25,5.138,0.0,0.0
168.0,5.069,0.0,0.0
167.0,4.859,0.0,0.0
167.75,4.891,0.0,0.0
169.25,4.709,0.0,0.0
173.75,4.905,0.0,0.0
178.0,4.949,0.0,0.0
177.25,4.99,0.0,0.0
183.0,4.891,0.0,0.0
182.0,5.061,0.0,0.0
